film_id,title,year,director
AKj14,T:The Cadaver,1963,D:Kjellin
AKj15,T:How to get Rid of Your Wife,1963,D:Kjellin
AKj16,T:Beyond the Sea of Death,1964,D:Kjellin
AKj17,T:Night Caller,1964,D:Kjellin
AKj18,T:Ten Minutes From Now,1964,D:Kjellin
AKj19,T:Isabel,1964,D:Kjellin
AKj20,T:Where the Woodbine Twineth,1965,D:Kjellin
AKj21,T:Completely Foolproof,1965,D:Kjellin
AxS10,T:A Cold Wind in August,1961,D:A.Singer
BFo1,T:Whistle Down the Wind,1962,D:B.Forbes
BFo2,T:The L-shaped Room,1962,D:B.Forbes
BFo3,Tm:Seance on a Wet Afternoon,1964,D:B.Forbes
BFo4,Tm:King Rat,1965,D:B.Forbes
BFo6,T:The Whisperers,1967,D:B.Forbes
BFo12,T:The Stepford Wives,1974,D:B.Forbes
BFo13,T:The Slipper and The Rose,1976,D:B.Forbes
BFo14,T:International Velvet,1978,D:B.Forbes
CBl20,T:Roger Corman: Hollywood's Wild Angel,1978,D:Blackwood
CBl25,T:Tapdancin',1980,D:Blackwood
CBl26,T:Memoirs of a Movie Palace,1980,D:Blackwood
CBl30,T:Edith Head,1981,D:Blackwood
CBl32,T:Yesterday's Witness,1981,D:Blackwood
CBl35,T:Sam Fuller,1982,D:Blackwood
CBl40,T:All By Myself,1982,D:Blackwood
CBl60,T:Observations Under the Volcano,1984,D:Blackwood
CBl67,T:Private Conversations,1982,D:Blackwood
CBl69,T:Nik and Murray,1986,D:Blackwood
CBl70,T:My Life for Zarah Leander,1986,D:Blackwood
CBl73,T:Signed: Lino Brocka,1987,D:Blackwood
CBl80,T:Motel,1989,D:Blackwood
ElP10,T:The Assassin,1961,D:Petri
ElP30,T:Investigation of a Citizen above Suspicion,1970,D:Petri
EOB1,T:Mantrap,1961,D:OBrien
FrF15,T:The Evil of Frankenstein,1961,D:Francis
FrF22,T:They Came from Beyond Space,1966,D:Francis
FrF26,T:Dracula Has Risen from the Grave,1968,D:Francis
FrF28,T:Girly,1970,D:Francis
FrF30,T:Gebissen Wird Nur Nachts,1972,D:Francis
FrF35,T:Tales from the Crypt,1972,D:Francis
FrF40,T:Tales That Witness Madness,1973,D:Francis
FrF45,T:Craze,1974,D:Francis
GeW3,T:World's Greatest Lover,1977,D:G.Wilder
GeW5,T:The Woman in Red,1984,D:G.Wilder
GnN10,T:Hand of Death,1961,D:Gn.Nelson
GnN14,T:Kissin' Cousins,1964,D:Gn.Nelson
GnN15,T:Harum Scarum,1965,D:Gn.Nelson
GoH10,T:Final Arrangements,1961,D:Hessler
GoH50,T:The Oblong Box,1969,D:Hessler
GoH51,T:Scream and Scream Again,1964,D:Hessler
GoH52,T:Cry of the Banshee,1970,D:Hessler
GoH53,T:Murders in the Rue Morgue,1971,D:Hessler
GoH54,Tm:The Golden Voyage of Sinbad,1974,D:Hessler
GxR03,T:Comrade X,1940,D:unknown
GxR05,T:Command Decision,1948,D:unknown
GxR06,T:The Great Sinner,1949,D:unknown
GxR07,T:The Red Badge of Courage,1951,D:unknown
GxR10,T:Betrayed,1954,D:G.Reinhardt
GxR15,T:Town Without Pity,1961,D:G.Reinhardt
GxR20,T:Situation Hopeless -- But Not Serious,1965,D:G.Reinhardt
HiT10,T:Pitfall,1961,D:Teshigahara
HiT15,T:Suna no Onna,1964,D:Teshigahara
HiT17,T:Kwaidan,1965,D:Teshigahara
HiT18,T:Silence,1965,D:Teshigahara
HiT20,T:Tanin no Kao,1966,D:Teshigahara
HiT25,T:The Man Without a Map,1968,D:Teshigahara
HiT30,T:Out of Work for Years,1975,D:Teshigahara
HiT35,T:Rikyu,1990,D:Teshigahara
HrC10,T:Une Aussi Longue Absence,1961,D:Colpi
HrR10,T:Die Unsichtbaren Krallen des Dr.~Mabuse,1961,D:Reinl
HrR12,T:Im Stahlnetz des Dr.~Mabuse,1962,D:Reinl
ICs1,T:Shadows,1961,D:JCassavetes
ICs2,T:Too Late Blues,1962,D:JCassavetes
ICs3,T:A Child Is Waiting,1962,D:JCassavetes
ICs4,T:Faces,1968,D:JCassavetes
ICs5,T:Husbands,1970,D:JCassavetes
ICs6,T:Minnie and Moskowitz,1971,D:JCassavetes
ICs7,T:A Woman Under the Influence,1974,D:JCassavetes
ICs8,T:Opening Night,1978,D:JCassavetes
ICs9,T:The Killing of a Chinese Bookie,1976,D:JCassavetes
ICs10,T:Gloria,1980,D:JCassavetes
ICs11,T:Love Streams,1983,D:JCassavetes
ICs12,T:I'm Almost Not Crazy,1994,D:JCassavetes
JGf10,T:Something Wild,1961,D:Garfein
JoQ10,T:The Roman Spring of Mrs Stone,1961,D:Quintero
JRo10,T:Chronique d'un \'Et\'e,1961,D:Rouch
MBd10,Tm:One Eyed Jacks,1961,D:Brando
NKp1,T:Gustave Moreau,1961,D:N.Kaplan
NKp5,T:Rudolphe Breslin,1962,D:N.Kaplan
NKp10,T:Le Regard Picasso,1969,D:N.Kaplan
NKp12,T:La Fianc\'ee du Pirate,1969,D:N.Kaplan
NKp22,T:Charles et Lucie,1979,D:N.Kaplan
NKp30,T:Adolph Gance and his Napoleon,1986,D:N.Kaplan
NKp40,T:Plaisir D'Amour,1991,D:N.Kaplan
PaP2,T:Accettone,1961,D:Pasolini
PaP10,T:Mamma Roma,1962,D:Pasolini
PaP15,T:Il Vangelo Secondo Matteo,1964,D:Pasolini
PaP19,T:Oedipus Rex,1967,D:Pasolini
PaP20,T:Teorema,1968,D:Pasolini
PaP25,T:Medea,1970,D:Pasolini
PaP26,T:Decameron,1970,D:Pasolini
PaP28,T:The Canterbury Tales,1971,D:Pasolini
PaP32,T:The Arabian Nights,1974,D:Pasolini
PaP35,T:The 120 days of Sodom,1975,D:Pasolini
PdB3,T:Cartouche,1961,D:DeBroca
PdB10,T:King of Hearts,1967,D:DeBroca
PEt10,T:Happy Anniversary,1961,D:Etaix
PMo1,T:sm,1961,D:Morrissey
PMo3,T:Mary Martin Does It,1963,D:Morrissey
PMo5,T:Civilization and its Discontents,1964,D:Morrissey
PMo12,T:Flesh,1968,D:Morrissey
PMo13,T:Trash,1970,D:Morrissey
PMo15,T:Heat,1972,D:Morrissey
PMo17,T:Women in Revolt,1972,D:Morrissey
PMo19,T:L'Amour,1973,D:Morrissey
PMo20,T:Andy Warhols's Frankenstein,1973,D:Morrissey
PMo22,T:Andy Warhols's Dracula,1974,D:Morrissey
PMo24,T:The Hound of the Baskervilles,1977,D:Morrissey
PMo27,T:Madame Wang's,1981,D:Morrissey
PMo30,T:Beethoven' Nephew,1986,D:Morrissey
PlT1,T:A Man for Burning,1961,D:Taviani
PlT8,T:Saint Michael Had a Rooster,1971,D:Taviani
PlT10,T:Allonsenfan,1973,D:Taviani
PlT20,T:Padro Padrone,1977,D:Taviani
PlT40,T:The Night of the Shooting Star,1982,D:Taviani
PlT50,"T:Good Morning, Babylon",1987,D:Taviani
PlT60,T:Fiorile,1994,D:Taviani
RDL3,T:A Hard Day's Night,1964,D:R.Lester
RDL4,T:The Knack,1965,D:R.Lester
RDL5,T:Help!,1965,D:R.Lester
RDL6,T:A Funny Thing Happened on the Way to The Forum,1966,D:R.Lester
RDL7,T:How I Won the War,1967,D:R.Lester
RDL8,T:Petulia,1968,D:R.Lester
RDL10,T:The Three Musketeers,1973,D:R.Lester
RDL11,T:Juggernaut,1974,D:Lester
RDL12,T:The Four Musketeers,1975,D:R.Lester
RDL13,T:Royal Flash,1975,D:Lester
RDL15,T:Robin and Marian,1976,D:Lester
RDL17,"T:Butch and Sundance, the Early Days",1979,D:Lester
RDL18,Tm:Cuba,1979,D:R.Lester
RDL19,T:Superman II,1980,D:R.Lester
RDL20,T:Superman III,1983,D:R.Lester
RDL24,T:Finders Keepers,1984,D:Lester
RMe5,T:The Lickerish Quartet,1970,D:R.Metzger
RMe12,T:The Cat and the Canary,1978,D:R.Metzger
RoP1,T:Knife in the Water,1961,D:Polanski
RoP2,T:Repulsion,1965,D:Polanski
RoP3,T:Cul-de-Sac,1966,D:Polanski
RoP4,T:The Fearless Vampire Killers,1967,D:Polanski
RoP5,T:Rosemary's Baby,1968,D:Polanski
RoP6,T:Macbeth,1971,D:Polanski
RoP7,T:Che?/What?/Was?,1972,D:Polanski
RoP8,T:Chinatown,1974,D:Polanski
RoP9,T:Le Locataire,1976,D:Polanski
RoP10,T:Tess,1980,D:Polanski
RoP15,T:Frantic,1988,D:Polanski
RoP20,T:Bitter Moon,1994,D:Polanski
RoP22,T:Death and the Maiden,1994,D:Polanski
SaP2,T:Ride the High Country,1962,D:Peckinpah
SaP4,T:The Wild Bunch,1969,D:Peckinpah
SaP6,Tm:The Ballad of Cable Hogue,1970,D:Peckinpah
SaP10,Tm:Straw Dogs,1971,D:Peckinpah
SaP11,T:The Getaway,1972,D:Peckinpah
SaP13,Tm:Pat Garrett and Billy the Kid,1973,D:Peckinpah
SaP15,T:Killer Elite,1975,D:Peckinpah
SaP19,Tm:Cross of Iron,1977,D:Peckinpah
SaP20,Tm:Convoy,1978,D:Peckinpah
SaP25,Tm:Major Dundee,1980,D:Peckinpah
SaP30,T:The Osterman Weekend,1983,D:Peckinpah
SCl5,T:The Connection,1961,D:Clarke
SCl10,T:The Cool World,1964,D:Clarke
SeL1,T:Le collosse de Rhodes,1961,D:S.Leone
SeL20,T:A Fistful of Dollars,1964,D:S.Leone
SeL26,T:For a Few Dollars More,1966,D:S.Leone
SeL28,T:Man with No Name,1967,D:S.Leone
SeL30,T:The Big Gundown,1968,D:S.Leone
SeL35,"T:The Good, The Bad, and The Ugly",1968,D:S.Leone
SeL45,T:Once Upon A Time in the West,1976,D:S.Leone
SeL55,T:Once Upon A Time in America,1984,D:S.Leone
SlV10,T:The Mask,1961,D:Vorkapich
ViM10,T:Sledge,1961,D:Morrow
WRe10,T:101 Dalmatians,1961,D:Reitherman
WRe20,T:The Jungle Book,1967,D:Reitherman
WRe25,T:The Aristocats,1970,D:Reitherman
WRe35,T:The Many Adventures of Winnie-the-Pooh,1983,D:Reitherman
WRe38,T:The Great Mouse Detective,1986,D:Reitherman
WRe40,T:Daffy Duck's Quackbusters,1988,D:Reitherman
AMg,title Margheriti,@1962,D:
AMg7,T:The Golden Arrow,1962,D:Margheriti
AMg10,T:Castle of Blood,1964,D:Margheriti
ARG1,T:L'immortelle,1962,D:RobbeGrillet
ARG2,T:Trans-Europe Express,1966,D:RobbeGrillet
Ava3,T:Cleo from 5 to 7,1962,D:Varda
AVa10,T:Vagabond,1985,D:Varda
AVa12,T:Jaquot de Nantes,1993,D:Varda
AVa17,T:A hundred and one nights,1998,D:Varda
AVo10,"T:Die T\""ur mit den Sieben Schl\:ossern",1962,D:Vohrer
BB2,T:Before the Revolution,1964,D:Bertolucci
BB5,T:The Spider's Stratagem,1970,D:Bertolucci
BB6,T:Il Conformista,1971,D:Bertolucci
BB7,T:Last Tango in Paris,1972,D:Bertolucci
BB8,T:Novecento,1976,D:Bertolucci
BB9,T:Luna,1977,D:Bertolucci
BB10,T:Tragedy of a Ridiculous Man,1981,D:Bertolucci
BB11,T:The Last Emperor,1987,D:Bertolucci
BB15,T:The Sheltering Sky,1990,D:Bertolucci
BB17,T:The Little Buddha,1994,D:Bertolucci
BtB3,T:Going Places,1974,D:Bt.Blier
BtB5,T:Preparez Vos Mouchoirs,1978,D:Bt.Blier
BtB7,T:Buffet Froid,1980,D:Bt.Blier
BtB13,T:Menage,1982,D:Bt.Blier
BtB15,T:My Best Friend's Girl,1983,D:Bt.Blier
BtB19,T:Going Places,1985,D:Bt.Blier
BtB25,T:Too Beautiful for You,1990,D:Bt.Blier
BtB29,"T:Une, deux, trois, soleil",1994,D:Bt.Blier
BtB32,T:Mon Homme,1996,D:Bt.Blier
BGi10,T:Profit-Sharing Plan,1962,D:B.Girard
BGi11,T:Ten O'clock Tiger,1962,D:B.Girard
BGi13,T:The Matched Pearl,1962,D:B.Girard
BGi14,T:A Piece of the Action,1962,D:B.Girard
BGi15,T:Ride the Nightmare,1962,D:B.Girard
BGi16,T:Hangover,1962,D:B.Girard
BGi17,T:An out for Oscar,1963,D:B.Girard
BGi18,T:Run for Doom,1963,D:B.Girard
BGi19,T:Blood Bargain,1963,D:B.Girard
BGi20,T:The Dividing Wall,1963,D:B.Girard
BGi21,T:Water's Edge,1964,D:B.Girard
CJ2,T:Anne of a Thousand Days,1970,D:Jarrot
CJ3,"T:Mary, Queen of Scots",1972,D:Jarrot
CJ4,T:Lost Horizon,1973,D:Jarrot
CJ6,T:the Other Side of Midnight,1977,D:Jarrot
CJ8,Tm:Last Flight of Noah's Ark,1981,D:Jarrot
CJ9,Tm:Condor Man,1981,D:Jarrott
CJ10,Tm:The Amateur,1982,D:Jarrott
ElS2,T:Cat Ballou,1965,D:Silverstein
ElS4,T:A Man Called Horse,1969,D:Silverstein
ElS10,T:The Car,1977,D:Silverstein
FPy1,T:David and Lisa,1962,D:F.Perry
Fpy7,T:Truman Capote's Trilogy,1969,D:F.Perry
FPy8,T:Last Summer,1969,D:F.Perry
FPy10,Tm:Diary of a Mad Housewife,1970,D:F.Perry
FPy20,Tm:Mommie Dearest,1981,D:F.Perry
FPy22,T:Monsignor,1982,D:F.Perry
FPy30,T:On The Bridge,1982,D:F.Perry
GgE10,T:The Ugly American,1962,D:Englund
GlR10,T:Barravento,1962,D:Rocha
GlR15,T:Deua e o diabo na terra do sol,1963,D:Rocha
GlR20,T:Terra em Transe,1962,D:Rocha
GlR25,T:Antonio das Mortes,1962,D:Rocha
GRH1,T:Period of Adjustment,1962,D:G.R.Hill
GRH2,T:Toys in the Attic,1963,D:G.R.Hill
GRH3,T:The World of Henry Orient,1964,D:G.R.Hill
GRH4,T:Hawaii,1966,D:G.R.Hill
GRH5,T:Thoroughly Modern Millie,1967,D:G.R.Hill
GRH6,T:Butch Cassidy and the Sundance Kid,1969,D:G.R.Hill
GRH7,T:Slaughterhouse Five,1972,D:G.R.Hill
GRH8,T:The Sting,1966,D:G.R.Hill
GRH9,T:The Great Waldo Pepper,1975,D:G.R.Hill
GRH10,T:Slap Shot,1977,D:G.R.Hill
GRH11,T:A Little Romance,1979,D:G.R.Hill
GRH12,T:The World According to Garp,1982,D:G.R.Hill
GRH20,T:The Little Drummer Girl,1984,D:G.R.Hill
ILb10,T:The Mermaids of Tiburon,1962,D:Lamb
ILb12,T:Aqua Sex,1965,D:Lamb
HHe1,T:Carnival of Souls,1962,D:Herk
JsL10,T:The Sorcerer's Apprentice,1962,D:Leytis
JPd10,"T:Garrincha, Alegria do Povo",1962,D:deAndrade
JPd20,T:Macunaima,1969,D:deAndrade
JPd26,T:Matrimonial Warfare,1975,D:deAndrade
LFr10,T:House on Bare Mountain,1962,D:Frost
LHM1,T:PT-109,1962,D:Martinson
LHM3,T:Batman,1962,D:Martinson
LHM10,T:The Kid with the Broken Halo,1965,D:Martinson
PY1,T:Summer Holiday,1962,D:Yates
PY3,T:Robbery,1967,D:Yates
PY4,T:Bullit,1968,D:Yates
PY6,T:The Hot Rock,1972,D:Yates
PY7,T:The Friends of Eddie Coyle,1973,D:Yates
PY10,T:The Deep,1977,D:Yates
PY11,T:Breaking Away,1979,D:Yates
PY13,Tm:For Pete's Sake,1980,D:Yates
PY15,Tm:Eyewitness,1981,D:Yates
PY19,Tm:Krull,1983,D:Yates
PY20,Tm:The Dresser,1983,D:Yates
PY25,T:Suspect,1987,D:Yates
PY32,T:Roommates,1995,D:Yates
PY34,T:Nine Months,1995,D:Yates
PY37,T:An Innocent Man,1998,D:Yates
RD1,T:X-15,1962,D:R.Donner
RD4,T:The Omen,1976,D:R.Donner
RD5,T:Superman,1978,D:R.Donner
RD7,Tm:Inside Moves,1980,D:R.Donner
RD8,Tm:The Toy,1982,D:R.Donner
RD9,T:Ladyhawke,1984,D:R.Donner
R.Donner,P:J.Silver,St:Warners,col
RD15,T:Lady Luck,1985,D:R.Donner
RD18,T:Absolute Beginners,1987,D:R.Donner
RD19,T:Lethal Weapon,1987,D:R.Donner
RD20,T:Scrooged,1988,D:R.Donner
RD25,T:Lethal Weapon II,1989,D:R.Donner
RD30,T:Radio Flyer,1989,D:R.Donner
RD35,T:Lethal Weapon III,1992,D:R.Donner
RD37,T:Maverick,1994,D:R.Donner
RD41,T:Conspiracy Theory,1997,D:R.Donner
RD43,T:Lethal Weapon 4,1998,D:R.Donner
RoT5,T:The Man at the Carleton Towers,1962,D:Tronson
RoT10,T:The Traitors,1962,D:Tronson
RoT15,T:On the Run,1963,D:Tronson
RoT20,T:Ring of Spies,1964,D:Tronson
RNe1,T:Requiem for A Heavyweight,1962,D:R.Nelson
RNe2,T:Lilies of the Field,1963,D:R.Nelson
RNe10,T:Charly,1968,D:R.Nelson
RNe15,T:Soldier Blue,1970,D:R.Nelson
RNe23,Tm:Embryo,1976,D:R.Nelson
SP5,T:The Black Curtain,1962,D:S.Pollack
SP6,T:Diagnosis: Danger,1963,D:S.Pollack
SP25,T:Castle Keep,1964,D:S.Pollack
SP31,T:The Slender Thread,1965,D:S.Pollack
SP33,T:This Property is Condemmed,1966,D:S.Pollack
SP35,"T:They Shoot Horses, Don't They?",1969,D:S.Pollack
SP40,Tm:Jeremiah Johnson,1972,D:S.Pollack
SP45,T:The Yakuza,1975,D:S.Pollack
SP46,T:The Way We Were,1975,D:S.Pollack
SP47,T:Three Days of the Condor,1976,D:S.Pollack
SP49,Tm:Bobby Deerfield,1977,D:S.Pollack
SP55,T:Absence of Malice,1981,D:S.Pollack
SP57,T:Tootsie,1982,D:S.Pollack
SP61,T:Out of Africa,1985,D:S.Pollack
SP65,T:Havana,1990,D:S.Pollack
SP67,T:The Firm,1993,D:S.Pollack
SP68,T:Hannibal Lector,1995,D:S.Pollack
SP70,TZ:,1997,D:S.Pollack
SP75,T:Random,1998,D:S.Pollack
AMk10,T:Pasazerka,1963,D:Munk
ASe10,T:All The Way Home,1963,D:A.Segal
AWa1,T:Sleep,1963,D:Warhol
AWa10,T:The Chelsea Girls,1966,D:Warhol
AWa12,T:Bike Boy,1967,D:Warhol
AWa13,T:The Nude Restaurant,1967,D:Warhol
BdY1,T:Come Blow Your Horn,1963,D:Bud~Yorkin
BdY3,T:Divorce American Style,1967,D:Bud~Yorkin
BdY4,T:Inspector Clouseau,1968,D:Bud~Yorkin
BdY5,T:Start the Revolution without me,1970,D:Bud~Yorkin
BdY6,T:The Thief Who Came to Dinner,1973,D:Bud~Yorkin
BoW1,T:Raven's End,1963,D:Widerberg
BoW4,T:Elvira Madigan,1967,D:Widerberg
BoW6,T:Joe Hill,1971,D:Widerberg
BoW20,T:Man on the Roof,1977,D:Widerberg
BuT10,T:The Strangler,1963,D:Topper
Cdi10,T:Ganga Zumba,1963,D:Digues
CuH2,T:Voyage to a Prehstoric Planet,1964,D:Harrington
CuH10,T:Killer Bees,1974,D:Harrington
CuH14,Tm:Devil Dog: The Hound of Hell,1978,D:Harrington
CuH20,T:Mata Hari,1985,D:Harrington
DCh10,T:Jason and the Argonauts,1963,D:Chaffey
DCh15,T:One Million Years B.C.,1967,D:Chaffey
DCh25,T:Creatures the World Forgot,1971,D:Chaffey
FFC1,T:Dementia 13,1963,D:Coppola
FFC2,T:You're a Big Boy Now,1966,D:Coppola
FFC3,T:Finian's Rainbow,1968,D:Coppola
FFC4,Tm:The Rain People,1969,D:Coppola
FFC5,T:The Godfather,1972,D:Coppola
FFC6,T:The Conversation,1974,D:Coppola
FFC7,"T:The Godfather, Part II",1974,D:Coppola
FFC8,T:Apocalypse Now,1979,D:Coppola
FFC9,T:One from the Heart,1982,D:Coppola
FFC10,T:The Outsiders,1983,D:Coppola
FFC11,T:Rumblefish,1983,D:Coppola
FFC12,T:The Cotton Club,1984,D:Coppola
FFC15,T:Peggy Sue Got Married,1986,D:Coppola
FFC20,"T:Tucker, the Man and his Dream",1989,D:Coppola
FFC24,"T:The Godfather, Part III",1990,D:Coppola
FFC26,T:Bram Stoker's Dracula,1992,D:Coppola
FFC29,T:The Rainmaker,1997,D:Coppola
FJS2,T:The Best Man,1964,D:Schaffner
FJS3,T:The War Lord,1965,D:Schaffner
FJS5,T:The Double Man,1967,D:Schaffner
FJS10,T:Planet of the Apes,1968,D:Schaffner
FJS13,T:Patton,1970,D:Schaffner
FJS14,T:Nicholas and Alexandra,1971,D:Schaffner
FJS16,T:Papillon,1973,D:Schaffner
FJS18,T:The Boys From Brazil,1973,D:Schaffner
FJS22,T:Islands in The Stream,1976,D:Schaffner
FJS29,T:Sphinx,1980,D:Schaffner
FJS35,"T:Yes, Giorgio",1982,D:Schaffner
GLt2,T:Les Tontons Flingeurs,1963,D:Lautner
GLt10,T:La Cage Au Folles III,1985,D:Lautner
GLt20,T:La maison assassinee,1990,D:Lautner
HvH10,T:Terror at Northfield,1963,D:Hart
HvH11,T:Lonely Place,1964,D:Hart
HvH12,T:Triumph,1964,D:Hart
HvH13,T:Death Scene,1965,D:Hart
HvH14,T:Power of Attorney,1965,D:Hart
ILa10,T:The Sadist,1963,D:Landis
ILa15,T:Schlock,1976,D:Landis
ILa31,T:Kentucky Fried Movie,1978,D:Landis
ILa32,T:National Lampoon's Animal House,1978,D:Landis
ILa33,T:Blues Brothers,1980,D:Landis
ILa34,T:American Werewolf in London,1981,D:Landis
ILa38,T:Trading Places,1983,D:Landis
ILa40,T:Into the Night,1985,D:Landis
ILa50,T:Oscar,1991,D:Landis
ILa55,T:Coming to America,1991,D:Landis
ILa62,T:Blues Brothers 2000,1998,D:Landis
JaS10,T:What Really Happened,1963,D:Smight
JaS11,T:The Paragon,1963,D:Smight
JaS12,T:The Lonely Hour,1963,D:Smight
JaS13,T:The Dark Pool,1963,D:Smight
JaS20,T:I'd Rather be Rich,1964,D:Smight
JaS38,T:No Way to Treat a Lady,1968,D:Smight
JaS40,Tm:The Secret War of Harry Frigg,1968,D:Smight
JaS42,T:The Travelling Executioner,1970,D:Smight
Jas44,T:Double Indemnity,1973,D:Smight
JaS46,T:Airport 75,1974,D:Smight
JaS48,T:Midway,1976,D:Smight
JaS56,Tm:Fastbreak,1979,D:Smight
JaS65,Tm:Loving Couples,1981,D:Smight
JGi10,T:Pouic-Pouic,1963,D:Girault
JLw10,T:Sparrows Can't Sing,1963,D:Littlewood
JSn10,"T:I'll Be The Judge, I'll Be The Jury",1963,D:JSheldon
KgD10,T:Promises! Promises!,1963,D:D.F.Taylor
LiW1,T:The Lizards,1963,D:Wertmuller
LiW6,T:The Seduction of Mimi,1972,D:Wertmuller
LiW7,T:Love and Anarchy,1973,D:Wertmuller
LiW8,T:All Screwed Up,1974,D:Wertmuller
LiW9,T:Swept Away,1975,D:Wertmuller
LiW10,T:Seven Beauties,1976,D:Wertmuller
LiW14,T:Blood Feud,1980,D:Wertmuller
LiW20,T:Summer Night,1987,D:Wertmuller
LiW25,"T:Saturday, Sunday, and Monday",1990,D:Wertmuller
LiW30,"T:Ciao, professore",1994,D:Wertmuller
MOs2,T:The Sorrow and the Pity,1969,D:M.Ophuls
NJ1,T:Fourty Pounds of Trouble,1963,D:Jewison
NJ5,T:The Cincinnati Kid,1965,D:Jewison
NJ6,"T:The Russians are Coming, the Russians are Coming",1966,D:Jewison
NJ7,T:In the Heat of the Night,1967,D:Jewison
NJ8,T:The Thomas Crown Affair,1968,D:Jewison
NJ11,T:Fiddler on the Roof,1971,D:Jewison
NJ12,T:Jesus Christ Superstar,1973,D:Jewison
NJ13,T:Rollerball,1975,D:Jewison
NJ14,Tm:F.I.S.T.,1978,D:Jewison
NJ15,T:And Justice for All,1979,D:Jewison
NJ16,T:Best Friends,1982,D:Jewison
NJ20,T:Agnes of God,1985,D:Jewison
NJ25,T:Moonstruck,1987,D:Jewison
NJ30,T:Other People's Money,1991,D:Jewison
NJ34,T:A Soldier's Story,1991,D:Jewison
NMa10,T:The Three Stooges Go Around the World in A Daze,1963,D:Maurer
PdR10,T:Allegro Ma Troppo,1963,D:deRoubais
PK3,Tm:White Dawn,1975,D:Ph.Kaufman
PK5,T:The Invasion of the Body Snatchers,1978,D:Ph.Kaufman
PK6,Tm:The Wanderers,1980,D:Ph.Kaufman
PK7,T:The Right Stuff,1983,D:Ph.Kaufman
PK15,T:The Unbearable Lightness of Being,1987,D:Ph.Kaufman
PK20,T:Henry and June,1990,D:Ph.Kaufman
PK22,T:Rising Sun,1993,D:Ph.Kaufman
RHd2,T:Stop Train 349,199x,D:Haedrich
RtD10,T:The Long Silence,1963,D:R.Douglas
RtD11,T:You'll Be the Death of Me,1963,D:R.Douglas
RtD12,T:Behind the Locked Door,1964,D:R.Douglas
RtD13,T:Sign of Satan,1964,D:R.Douglas
RyS10,T:The Incredible Strange Creatures Who Stopped Living and Became Mixed-Up Zombies,1963,D:Steckler
RyS20,T:The Thrill Killers,1965,D:Steckler
SPv10,T:The Waltz King,1963,D:Previn
SSe10,Tm:Day of the Triffids,1963,D:Sekely
WHu1,T:Dr. Who: An Unearthly Child,1963,D:W.Hussein
WHu7,Tm:Quackser Fortune Has a Cousin in the Bronx,1970,D:W.Hussein
WHu10,T:Henry VIII and His Six Wives,1972,D:W.Hussein
WHu14,T:The Henderson Monster,1980,D:W.Hussein
WHu17,T:Copacabana,1985,D:W.Hussein
WHu27,T:The Summer House,1993,D:W.Hussein
Whu29,T:Kidnapped,1995,D:W.Hussein
AaB,title A.Bennett,@1964,D:
AaB10,T:A Private Function,1984,D:A.Bennett
AII1,T:The Adventures of Scaramouche,1964,D:Isasmendi
AII3,T:They Came to Rob Las Vegas,1969,D:Isasmendi
BeW10,T:The Visit,1964,D:Wicki
BeW12,"T:The Saboteur, Code Name Morituri",1965,D:Wicki
CB3,T:Le Vieil Homme et l'Enfant,1967,D:Cl.Berri
CB14,T:Jean de Florette,1988,D:Cl.Berri
CB15,T:Manon des Sources,1988,D:Cl.Berri
CB18,T:Germinal,1994,D:Cl.Berri
HaM10,T:Who needs an Enemy?,1964,D:H.Morgan
HaM11,T:The World's Oldest Motive,1965,D:H.Morgan
HGL6,T:Two Thousand Maniacs,1964,D:H.G.Lewis
HGL10,Tm:She-Devils on Wheels,1968,D:H.G.Lewis
IDk3,"T:Tarzan, the Ape Man",1981,D:Derek
IDk4,T:Fantasies,1981,D:Derek
IDk6,T:Greystoke,1983,D:Derek
IDk10,T:Bolero,1984,D:Derek
IDk30,T:Tarzan in Manhattan,1989,D:Derek
IDk32,T:Ghosts Can't Do It,1990,D:Derek
IvP10,T:Born to Win,1971,D:Passer
IvP15,T:Law and Disorder,1974,D:Passer
IvP20,T:Crime and Passion,1976,D:Passer
IvP24,Tm:Silver Bears,1978,D:Passer
IvP27,Tm:Cutter's Way,1981,D:Passer
IvP40,T:Stalin,1992,D:Passer
JEu15,T:Bad Company,1969,D:Eustache
JEu20,T:La Maman et La Putaine,1973,D:Eustache
JGs6,T:A Man Named Gannon,1964,D:Goldstone
JGs20,T:Winning,1969,D:Goldstone
JGs30,T:The Gang That Couldn't Shoot Straight,1976,D:Goldstone
JGs31,T:Rollercoaster,1977,D:Goldstone
JGs40,Tm:Rita Hayworth: The Love Goddess,1983,D:Goldstone
KRu2,T:Women in Love,1969,D:K.Russell
KRu3,T:The Music Lovers,1970,D:K.Russell
KRu4,T:The Devils,1971,D:K.Russell
KRu6,T:The Boyfriend,1971,D:K.Russell
KRu7,T:Mahler,1974,D:K.Russell
KRu8,T:Tommy,1975,D:K.Russell
KRu9,T:Lisztomania,1975,D:K.Russell
KRu10,T:Valentino,1977,D:K.Russell
KRu12,T:Altered States,1980,D:K.Russell
KRu16,T:Crimes of Passion,1984,D:K.Russell
KRu20,T:Gothic,1987,D:K.Russel
KRu22,T:The Lair of the White Worm,1988,D:K.Russel
KRu23,T:Salome's Last Dance,1988,D:K.Russell
KRu25,T:Rainbow,1989,D:K.Russell
